Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,IMDb_Link
Tara: The Journey of Love and Passion,2013,110,Drama,5.5,43,Kumar Raj,Rekha Rana,Rohan Shroff,Ashish Saleem,https://www.imdb.com/find?q=Tara:%20The%20Journey%20of%20Love%20and%20Passion
Tarana,1979,111,"Musical, Romance",6.9,37,Deepak Bahry,Mithun Chakraborty,Ranjeeta Kaur,Master Bhagwan,https://www.imdb.com/find?q=Tarana
Tarang,1984,171,Drama,6.9,47,Kumar Shahani,Amol Palekar,Smita Patil,Shreeram Lagoo,https://www.imdb.com/find?q=Tarang
Tarazu,1997,144,"Action, Crime, Drama",4.5,589,Vimal Kumar,Akshay Kumar,Sonali Bendre,Mohnish Bahl,https://www.imdb.com/find?q=Tarazu
Target,1995,122,Drama,7.6,73,Sandip Ray,Mohan Agashe,Barun Chakraborty,Champa,https://www.imdb.com/find?q=Target
Tarkeeb,1984,136,"Action, Crime, Drama",4.6,9,Ravikant Nagaich,Mithun Chakraborty,Leena Das,Dinesh Hingoo,https://www.imdb.com/find?q=Tarkeeb
Tarkieb,2000,156,"Mystery, Thriller",5.0,233,Esmayeel Shroff,Nana Patekar,Tabu,Shilpa Shetty Kundra,https://www.imdb.com/find?q=Tarkieb
Tarpan (The Absolution),1995,140,"Drama, History",7.2,67,K. Bikram Singh,Savita Bajaj,Babita Bhardwaj,Pradeep Bhatnagar,https://www.imdb.com/find?q=Tarpan%20(The%20Absolution)
Tarpan: The Salvation,2019,104,Drama,8.1,31,Neelam r Singh,Vandana Asthana,Rahul Chahan,Poonam Ingle,https://www.imdb.com/find?q=Tarpan:%20The%20Salvation
Tarzan 303,1970,131,Action,3.8,6,Chandrakant,Chandgiram,Shabnam,K.N. Singh,https://www.imdb.com/find?q=Tarzan%20303
Tarzan and King Kong,1965,128,"Action, Adventure, Romance",5.6,27,A. Shamsheer,Randhawa,Mumtaz,Bela Bose,https://www.imdb.com/find?q=Tarzan%20and%20King%20Kong
Tarzan Aur Jadui Chirag,1966,136,Adventure,3.8,9,Baboobhai Bhanji,Azaad Irani,Sunita,B.M. Vyas,https://www.imdb.com/find?q=Tarzan%20Aur%20Jadui%20Chirag
Tarzan's Daughter,2002,99,"Action, Adventure, Musical",4.5,11,Pratap Singh,Hemant Birje,Ritika Singh,Raza Murad,https://www.imdb.com/find?q=Tarzan's%20Daughter
Tashan,2008,120,"Action, Drama, Romance",3.9,5037,Vijay Krishna Acharya,Akshay Kumar,Saif Ali Khan,Kareena Kapoor,https://www.imdb.com/find?q=Tashan
Tathagatha Buddha The Life & Times of Gautama Buddha,2008,127,"Biography, Drama",6.9,14,Sridhar Allani,Sunil Sharma,Parvati Melton,Surendra Pal,https://www.imdb.com/find?q=Tathagatha%20Buddha%20The%20Life%20&%20Times%20of%20Gautama%20Buddha
Tathastu,2006,113,"Crime, Drama, Thriller",4.4,460,Anubhav Sinha,Sanjay Dutt,Ameesha Patel,Jaya Prada,https://www.imdb.com/find?q=Tathastu
Tauba Tauba,2004,121,"Comedy, Drama",2.6,93,T.L.V. Prasad,Laxmikant Berde,Bobby Darling,Amin Gazi,https://www.imdb.com/find?q=Tauba%20Tauba
Tawai: A Voice from the Forest,2017,101,Documentary,7.4,238,Bruce Parry,Mark Ellam,Bruce Parry,Ingrid Lewis,https://www.imdb.com/find?q=Tawai:%20A%20Voice%20from%20the%20Forest
Tawaif,1985,160,"Comedy, Drama, Romance",7.1,104,B.R. Chopra,Ashok Kumar,Rishi Kapoor,Rati Agnihotri,https://www.imdb.com/find?q=Tawaif
Taxi Chor,1980,103,"Crime, Thriller",5.2,20,Sushil Vyas,Indira Bansal,Master Bhagwan,Abhi Bhattacharya,https://www.imdb.com/find?q=Taxi%20Chor
Taxi Driver,1954,133,"Musical, Romance",6.9,257,Chetan Anand,Dev Anand,Kalpana Kartik,Sheila Ramani,https://www.imdb.com/find?q=Taxi%20Driver
Taxi Driver,1973,118,Romance,6.3,30,Mohammed Hussain,Ashok Kumar,Nirupa Roy,Bhisham Kohli,https://www.imdb.com/find?q=Taxi%20Driver
Taxi No. 9 2 11: Nau Do Gyarah,2006,116,"Comedy, Drama, Thriller",7.3,9418,Milan Luthria,John Abraham,Nana Patekar,Sonali Kulkarni,https://www.imdb.com/find?q=Taxi%20No.%209%202%2011:%20Nau%20Do%20Gyarah
Taxi Taxie,1977,123,"Adventure, Comedy, Drama",6.4,37,Irshad,Amol Palekar,Zaheera,Reena Roy,https://www.imdb.com/find?q=Taxi%20Taxie
Te3n,2016,136,"Drama, Mystery, Thriller",7.3,12118,Ribhu Dasgupta,Amitabh Bachchan,Nawazuddin Siddiqui,Vidya Balan,https://www.imdb.com/find?q=Te3n
Team: The Force,2009,115,"Action, Comedy",4.0,68,Ajay Chandhok,Sohail Khan,Amrita Arora,Yash Tonk,https://www.imdb.com/find?q=Team:%20The%20Force
Teen Bahuraniyan,1968,160,Comedy,6.8,53,S.S. Balan,S.S. Vasan,Prithviraj Kapoor,Agha,https://www.imdb.com/find?q=Teen%20Bahuraniyan
Teen Chor,1973,126,"Action, Crime, Drama",5.8,9,Dada Mirasi,Vinod Mehra,Sulochana Latkar,Jeevan,https://www.imdb.com/find?q=Teen%20Chor
Teen Devian,1965,121,"Musical, Romance",6.9,182,Amarjeet,Dev Anand,Nanda,Simi Garewal,https://www.imdb.com/find?q=Teen%20Devian
Teen Patti,2010,140,"Crime, Drama, Thriller",4.1,1457,Leena Yadav,Amitabh Bachchan,Madhavan,Shraddha Kapoor,https://www.imdb.com/find?q=Teen%20Patti
Teen Sardar,1965,125,"Action, Adventure, Drama",6.3,10,Radhakant,Randhawa,Azaad Irani,Parveen Choudhary,https://www.imdb.com/find?q=Teen%20Sardar
Teen Sau Din Ke Baad,1938,158,Adventure,6.4,10,Sarvottam Badami,Sabita Devi,Motilal,Bibbo,https://www.imdb.com/find?q=Teen%20Sau%20Din%20Ke%20Baad
Teen Taal,2016,120,Drama,7.5,27,Shakirul Alam,Gaurav Chowdhary,Shakirul Alam,Ravi Shankar Chowdhary,https://www.imdb.com/find?q=Teen%20Taal
Tees Maar Khan,2010,135,"Comedy, Crime",2.6,11981,Farah Khan,Akshay Kumar,Katrina Kaif,Akshaye Khanna,https://www.imdb.com/find?q=Tees%20Maar%20Khan
Teesra Kaun,1965,127,"Action, Crime, Drama",6.3,17,Mohammed Hussain,Feroz Khan,Shashikala,Shyam Kumar,https://www.imdb.com/find?q=Teesra%20Kaun
Teesra Kaun?,1994,160,"Comedy, Thriller",5.2,133,Partho Ghosh,Mithun Chakraborty,Chunky Panday,Somy Ali,https://www.imdb.com/find?q=Teesra%20Kaun?
Teesri Aankh,1982,151,"Action, Thriller",6.4,73,Subodh Mukherji,Dharmendra,Shatrughan Sinha,Zeenat Aman,https://www.imdb.com/find?q=Teesri%20Aankh
Teesri Aankh: The Hidden Camera,2006,111,"Action, Crime, Thriller",2.6,300,Harry Baweja,Sunny Deol,Ameesha Patel,Neha Dhupia,https://www.imdb.com/find?q=Teesri%20Aankh:%20The%20Hidden%20Camera
Teesri Kasam,1966,159,"Comedy, Drama, Romance",7.9,746,Basu Bhattacharya,Raj Kapoor,Waheeda Rehman,Dulari,https://www.imdb.com/find?q=Teesri%20Kasam
Teesri Manzil,1966,172,"Comedy, Musical, Mystery",7.7,1135,Vijay Anand,Shammi Kapoor,Asha Parekh,Raj Mehra,https://www.imdb.com/find?q=Teesri%20Manzil
Tehzeeb,2003,143,Drama,5.9,525,Khalid Mohamed,Shabana Azmi,Urmila Matondkar,Arjun Rampal,https://www.imdb.com/find?q=Tehzeeb
Tejasvini,1994,169,"Action, Drama",6.3,89,N. Chandra,Deepak Malhotra,Vijayshanti,Charan Raj,https://www.imdb.com/find?q=Tejasvini
Telephone,1985,116,Thriller,6.3,27,Shyam Ramsay,Tulsi Ramsay,Shatrughan Sinha,Parveen Babi,https://www.imdb.com/find?q=Telephone
Tell Me O Kkhuda,2011,125,"Action, Crime, Drama",2.5,351,Hema Malini,Dharmendra,Vinod Khanna,Rishi Kapoor,https://www.imdb.com/find?q=Tell%20Me%20O%20Kkhuda
Ten,2005,152,"Action, Crime, Drama",5.5,3182,Anubhav Sinha,Sanjay Dutt,Sunil Shetty,Abhishek Bachchan,https://www.imdb.com/find?q=Ten
Tennis Buddies,2019,153,Drama,5.4,43,Sohail Tatari,Dakshita Patel,Madhu Anand Chandhock,Divya Dutta,https://www.imdb.com/find?q=Tennis%20Buddies
Tera Intezaar,2017,108,"Romance, Thriller",1.8,262,Raajeev Walia,Arbaaz Khan,Sunny Leone,Bhani Singh,https://www.imdb.com/find?q=Tera%20Intezaar
Tera Jadoo Chal Gayaa,2000,143,"Musical, Romance",3.0,560,A. Muthu,Abhishek Bachchan,Kirti Reddy,Sanjay Suri,https://www.imdb.com/find?q=Tera%20Jadoo%20Chal%20Gayaa
Tera Kya Hoga Johnny,2009,155,"Crime, Drama, Thriller",6.0,210,Sudhir Mishra,Neil Nitin Mukesh,Sikandar Agarwal,Aditya Bhattacharya,https://www.imdb.com/find?q=Tera%20Kya%20Hoga%20Johnny
Tera Mera Saath Rahen,2001,148,Drama,4.9,311,Mahesh Manjrekar,Ajay Devgn,Sonali Bendre,Namrata Shirodkar,https://www.imdb.com/find?q=Tera%20Mera%20Saath%20Rahen
Tera Mera Tedha Medha,2015,107,Comedy,4.0,9,Chittaranjan Tripathy,Rahul Bagga,Geetika Tyagi,Reema Vohra,https://www.imdb.com/find?q=Tera%20Mera%20Tedha%20Medha
Teraa Surroor,2016,106,"Action, Drama, Romance",2.6,840,Shawn Arranha,Himesh Reshammiya,Farah Karimaee,Naseeruddin Shah,https://www.imdb.com/find?q=Teraa%20Surroor
Tere Bin Laden,2010,95,"Comedy, Drama",7.2,10234,Abhishek Sharma,Ali Zafar,Pradhuman Singh,Piyush Mishra,https://www.imdb.com/find?q=Tere%20Bin%20Laden
Tere Bin Laden: Dead Or Alive,2016,104,Comedy,4.3,860,Abhishek Sharma,Deepak Chandra,Manish Paul,Pradhuman Singh,https://www.imdb.com/find?q=Tere%20Bin%20Laden:%20Dead%20Or%20Alive
Tere Bina Kya Jeena,1989,127,Family,5.1,13,P.P. Ghosh,Partho Ghosh,Shekhar Suman,Moon Moon Sen,https://www.imdb.com/find?q=Tere%20Bina%20Kya%20Jeena
Tere Ghar Ke Samne,1963,149,"Romance, Musical, Comedy",7.4,394,Vijay Anand,Dev Anand,Nutan,Rajendranath Malhotra,https://www.imdb.com/find?q=Tere%20Ghar%20Ke%20Samne
Tere Ishq Nachaya,2010,122,Romance,2.4,8,Ravinder Ravi,Gavie Chahal,Mannat Singh,Kanwaljit Singh,https://www.imdb.com/find?q=Tere%20Ishq%20Nachaya
Tere Liye,2001,138,"Drama, Family, Musical",5.3,52,Sanjay Gadhvi,Imran Ahmed Khan,Sonali Khare,Neelu Kohli,https://www.imdb.com/find?q=Tere%20Liye
Tere Mere Phere,2011,120,"Comedy, Drama, Romance",5.3,243,Deepa Sahi,Vinay Pathak,Riya Sen,Jagrat Desai,https://www.imdb.com/find?q=Tere%20Mere%20Phere
Tere Mere Sapne,1971,175,"Drama, Romance",7.2,223,Vijay Anand,Dev Anand,Mumtaz,Mahesh Kaul,https://www.imdb.com/find?q=Tere%20Mere%20Sapne
Tere Mere Sapne,1996,146,"Action, Comedy, Drama",6.2,483,Joy Augustine,Chandrachur Singh,Arshad Warsi,Priya Gill,https://www.imdb.com/find?q=Tere%20Mere%20Sapne
Tere Naal Love Ho Gaya,2012,130,"Comedy, Drama, Romance",5.8,4120,Mandeep Kumar,Riteish Deshmukh,Genelia D'Souza,Om Puri,https://www.imdb.com/find?q=Tere%20Naal%20Love%20Ho%20Gaya
Tere Pyaar Mein,1978,103,Musical,5.9,7,Subhash Sharma,Mithun Chakraborty,Abha Dhulia,Vijayendra Ghatge,https://www.imdb.com/find?q=Tere%20Pyaar%20Mein
Teree Sang: A Kidult Love Story,2009,132,"Drama, Romance",6.2,589,Satish Kaushik,Ruslaan Mumtaz,Sheena Shahabadi,Rajat Kapoor,https://www.imdb.com/find?q=Teree%20Sang:%20A%20Kidult%20Love%20Story
Teri Baahon Mein,1984,120,Romance,6.1,22,Umesh Mehra,Mohnish Bahl,Ayesha Shroff,Navin Nischol,https://www.imdb.com/find?q=Teri%20Baahon%20Mein
Teri Bhabhi Hai Pagle,2018,125,"Action, Comedy",3.1,125,Vinod Tiwari,Rajniesh Duggall,Nazia Hussain,Krishna Abhishek,https://www.imdb.com/find?q=Teri%20Bhabhi%20Hai%20Pagle
Teri Dilli Meri Dili,2014,73,Drama,7.0,10,Sandeep Kumar Chandola,Pushpraj Gunjan,Madhulika Jatolia,Ridhi Jugran,https://www.imdb.com/find?q=Teri%20Dilli%20Meri%20Dili
Teri Diwali Meri Christmas,2020,68,"Adventure, Fantasy, Romance",5.7,23,Anurag Jha,Anurag Jha,Hemavaishnave,Khushboo Moharkar,https://www.imdb.com/find?q=Teri%20Diwali%20Meri%20Christmas
Teri Kasam,1982,195,Romance,6.7,48,A.C. Trilogchander,Kumar Gaurav,Poonam Dhillon,Girish Karnad,https://www.imdb.com/find?q=Teri%20Kasam
Teri Maang Sitaron Se Bhar Doon,1982,155,Family,5.0,11,Raj Khosla,Nutan,Padmini Kolhapure,Raj Kiran,https://www.imdb.com/find?q=Teri%20Maang%20Sitaron%20Se%20Bhar%20Doon
Teri Meherbaniyan,1985,140,"Action, Crime, Drama",5.4,236,Vijay Reddy,Jackie Shroff,Poonam Dhillon,Raj Kiran,https://www.imdb.com/find?q=Teri%20Meherbaniyan
Teri Meri Kahaani,2012,117,"Comedy, Drama, Romance",4.7,3873,Kunal Kohli,Shahid Kapoor,Priyanka Chopra Jonas,Prachi Desai,https://www.imdb.com/find?q=Teri%20Meri%20Kahaani
Teri Payal Mere Geet,1993,120,"Drama, Romance",5.3,36,Rehman Naushad,Govinda,Meenakshi Sheshadri,Alpana,https://www.imdb.com/find?q=Teri%20Payal%20Mere%20Geet
Terror,2016,130,"Action, Crime, Thriller",6.8,71,Satish Kasetty,Meka Srikanth,Nikita Thukral,Ravi Varma,https://www.imdb.com/find?q=Terror
Terror Strike,2018,104,Action,6.2,9,Kamal Nathani,Rajat Bedi,Gayatri,Raj Hussain,https://www.imdb.com/find?q=Terror%20Strike
Tevar,2015,157,"Action, Drama, Romance",4.0,3014,Amit Ravindernath Sharma,Arjun Kapoor,Sonakshi Sinha,Manoj Bajpayee,https://www.imdb.com/find?q=Tevar
Tezaab,1988,173,"Action, Drama, Romance",7.0,2026,N. Chandra,Anil Kapoor,Madhuri Dixit,Anupam Kher,https://www.imdb.com/find?q=Tezaab
Tezz,2012,121,"Action, Crime, Drama",3.9,2254,Priyadarshan,Anil Kapoor,Ajay Devgn,Mohanlal,https://www.imdb.com/find?q=Tezz
Thackeray,2019,120,"Biography, Drama",5.2,3005,Abhijit Panse,Nawazuddin Siddiqui,Amrita Rao,Radha Sagar,https://www.imdb.com/find?q=Thackeray
Thakshak,1999,163,"Action, Crime, Drama",5.9,583,Govind Nihalani,Ajay Devgn,Tabu,Amrish Puri,https://www.imdb.com/find?q=Thakshak
Thamizhan,2002,162,"Action, Drama",5.7,1633,A. Majid,Joseph Vijay,Priyanka Chopra Jonas,Nassar,https://www.imdb.com/find?q=Thamizhan
Thanedaar,1990,151,"Action, Crime, Drama",5.6,368,Raj N. Sippy,Jeetendra,Sanjay Dutt,Jaya Prada,https://www.imdb.com/find?q=Thanedaar
Thanga Magan,1983,141,"Action, Drama",6.1,100,A. Jagannathan,Poornima Jayaram,Aachi Manorama,Poornima,https://www.imdb.com/find?q=Thanga%20Magan
Thank You,2011,125,Comedy,4.7,5433,Anees Bazmee,Akshay Kumar,Sonam Kapoor,Bobby Deol,https://www.imdb.com/find?q=Thank%20You
Thanks Maa,2009,120,"Crime, Drama",7.9,698,Irfan Kamal,Master Shams,Master Salman,Master Jaffer,https://www.imdb.com/find?q=Thanks%20Maa
Thappad,2020,142,Drama,6.8,15063,Anubhav Sinha,Taapsee Pannu,Pavail Gulati,Kumud Mishra,https://www.imdb.com/find?q=Thappad
That Girl in Yellow Boots,2010,103,"Crime, Drama, Mystery",6.7,3608,Anurag Kashyap,Kalki Koechlin,Prashant Prakash,Naseeruddin Shah,https://www.imdb.com/find?q=That%20Girl%20in%20Yellow%20Boots
That's What It's All About: The Journey of Prem Ratan Dhan Payo,2016,65,Documentary,4.2,10,Vidhi Kasliwal,Sooraj R. Barjatya,Swara Bhaskar,Deepak Dobriyal,https://www.imdb.com/find?q=That's%20What%20It's%20All%20About:%20The%20Journey%20of%20Prem%20Ratan%20Dhan%20Payo
Thavasi,2001,165,"Action, Comedy, Drama",4.8,100,Udayshankar,Vijayakanth,Soundarya,Vadivelu,https://www.imdb.com/find?q=Thavasi
Thayillamal Nannilai,1979,135,"Action, Drama",6.3,60,R. Thyagaraajan,Kamal Haasan,Sridevi,Rajinikanth,https://www.imdb.com/find?q=Thayillamal%20Nannilai
The Accidental Prime Minister,2019,112,"Biography, Drama",6.0,6373,Vijay Ratnakar Gutte,Anupam Kher,Akshaye Khanna,Suzanne Bernert,https://www.imdb.com/find?q=The%20Accidental%20Prime%20Minister
The Angrez,2005,110,Comedy,7.3,425,Kuntaa Nikkil,Kuntaa Nikkil,Mast Ali,Sowmya Bollapragada,https://www.imdb.com/find?q=The%20Angrez
The Angrez 2,2015,99,"Action, Comedy",7.1,57,Kuntaa Nikkil,Kuntaa Nikkil,Raghu Kumar Karumanchi,Izeqiel McCoy,https://www.imdb.com/find?q=The%20Angrez%202
The Announcement of War,1989,149,Action,5.7,81,Anil Sharma,Dharmendra,Jaya Prada,Dara Singh,https://www.imdb.com/find?q=The%20Announcement%20of%20War
The Arms Drop,2014,94,"Documentary, Biography, Drama",6.8,139,Andreas Koefoed,Musta Ali,Mikhail Belinson,Sami Darr,https://www.imdb.com/find?q=The%20Arms%20Drop
The Attacks of 26/11,2013,116,"Action, Crime, Drama",6.9,4752,Ram Gopal Varma,Nana Patekar,Atul Kulkarni,Sanjeev Jaiswal,https://www.imdb.com/find?q=The%20Attacks%20of%2026/11
The BFG,2016,117,"Adventure, Family, Fantasy",6.4,79642,Steven Spielberg,Mark Rylance,Ruby Barnhill,Penelope Wilton,https://www.imdb.com/find?q=The%20BFG
The Big Bull,2021,153,"Biography, Crime, Drama",6.1,11536,Kookie Gulati,Abhishek Bachchan,Nikita Dutta,Ileana D'Cruz,https://www.imdb.com/find?q=The%20Big%20Bull
The Blue Umbrella,2005,90,"Comedy, Drama, Family",7.4,1952,Vishal Bhardwaj,Pankaj Kapur,Shriya Sharma,Deepak Dobriyal,https://www.imdb.com/find?q=The%20Blue%20Umbrella
The Blueberry Hunt,2016,110,"Action, Thriller",5.6,198,Anup Kurian,Kartik Elangovan,Vinay Forrt,Aahana Kumra,https://www.imdb.com/find?q=The%20Blueberry%20Hunt
The Body,2019,101,"Mystery, Thriller",5.4,2965,Jeethu Joseph,Emraan Hashmi,Rishi Kapoor,Sobhita Dhulipala,https://www.imdb.com/find?q=The%20Body
The Brawler,2017,154,"Action, Drama, Sport",8.0,6847,Anurag Kashyap,Vineet Kumar Singh,Jimmy Sheirgill,Zoya Hussain,https://www.imdb.com/find?q=The%20Brawler
The Bright Day,2013,90,Drama,5.9,126,Mohit Takalkar,Mohan Agashe,Radhika Apte,Rajit Kapoor,https://www.imdb.com/find?q=The%20Bright%20Day
The Burning Train,1980,142,"Action, Thriller",6.8,1442,Ravi Chopra,Dharmendra,Vinod Khanna,Jeetendra,https://www.imdb.com/find?q=The%20Burning%20Train
The Chess Players,1977,129,"Comedy, Drama, History",7.6,3316,Satyajit Ray,Sanjeev Kumar,Saeed Jaffrey,Shabana Azmi,https://www.imdb.com/find?q=The%20Chess%20Players
The Churning,1976,134,Drama,7.7,540,Shyam Benegal,Girish Karnad,Smita Patil,Naseeruddin Shah,https://www.imdb.com/find?q=The%20Churning
The Court Dancer: Raj Narkati,1941,144,Drama,6.4,19,Modhu Bose,Sadhona Bose,Protima Dasgupta,Binita Gupta,https://www.imdb.com/find?q=The%20Court%20Dancer:%20Raj%20Narkati
The Darjeeling Limited,2007,91,"Adventure, Comedy, Drama",7.2,185127,Wes Anderson,Owen Wilson,Adrien Brody,Jason Schwartzman,https://www.imdb.com/find?q=The%20Darjeeling%20Limited
The Dark Side of Life: Mumbai City,2018,125,Drama,5.9,478,Tariq Khan,Avii,Mahesh Bhatt,Sayed Gul,https://www.imdb.com/find?q=The%20Dark%20Side%20of%20Life:%20Mumbai%20City
The Deceivers,1988,102,"Adventure, Crime, Drama",6.1,944,Nicholas Meyer,Pierce Brosnan,Saeed Jaffrey,Shashi Kapoor,https://www.imdb.com/find?q=The%20Deceivers
The Dirty MMS,2014,93,Drama,2.4,18,Sudhir Pillai,Rakesh,Sudhir,Gunj,https://www.imdb.com/find?q=The%20Dirty%20MMS
The Dirty Picture,2011,144,"Biography, Comedy, Drama",6.6,8931,Milan Luthria,Vidya Balan,Emraan Hashmi,Tusshar Kapoor,https://www.imdb.com/find?q=The%20Dirty%20Picture
The Dirty Relation,2013,121,Thriller,3.6,12,Kesar Matharu,Sanjay Chauhan,Jasleen Matharu,Kanwaljeet Matharu,https://www.imdb.com/find?q=The%20Dirty%20Relation
The Don,1995,135,"Crime, Drama",6.0,85,Farogh Siddique,Mithun Chakraborty,Sonali Bendre,Jugal Hansraj,https://www.imdb.com/find?q=The%20Don
The Dream Job,2017,138,Drama,6.0,14,Mukesh Mishra,Sadhvi Bhatt,Zuber K. Khan,Prasad Shikhare,https://www.imdb.com/find?q=The%20Dream%20Job
The Elder One,2019,125,"Action, Crime, Drama",7.5,1707,Geethu Mohandas,Nivin Pauly,Shashank Arora,Sanjana Dipu,https://www.imdb.com/find?q=The%20Elder%20One
The Fakir of Venice,2009,87,Drama,5.1,265,Anand Surapur,Farhan Akhtar,Annu Kapoor,Jhilmil Hazrika,https://www.imdb.com/find?q=The%20Fakir%20of%20Venice
The Fiancee,1953,151,"Drama, Romance",6.9,137,Bimal Roy,Ashok Kumar,Meena Kumari,Asitbaran,https://www.imdb.com/find?q=The%20Fiancee
The Film,2005,144,"Crime, Drama, Mystery",6.4,84,Zunaid Memon,Nassar Abdulla,Ravi Baswani,Rakesh Bedi,https://www.imdb.com/find?q=The%20Film
The Film Emotional Atyachar,2010,87,"Comedy, Crime, Drama",6.0,291,Akshay Shere,Ranvir Shorey,Vinay Pathak,Ravi Kishan,https://www.imdb.com/find?q=The%20Film%20Emotional%20Atyachar
The Film Love.Com... The Ultimate Killing Site,2010,92,"Action, Crime, Drama",3.4,16,Vinod Mukhi,Jai Kalra,Mika Singh,Mumait Khan,https://www.imdb.com/find?q=The%20Film%20Love.Com...%20The%20Ultimate%20Killing%20Site
The Final Exit,2017,119,Horror,6.2,41,Dhwanil Mehta,Kunaal Roy Kapur,Mukesh Hariawala,Elena Kazan,https://www.imdb.com/find?q=The%20Final%20Exit
The Firm Land,2008,95,Drama,5.4,13,Chapour Haghighat,Prem Datta,Change Ji,Abu Lala,https://www.imdb.com/find?q=The%20Firm%20Land
The Flip Side: A Truth That Could Not Reach You,2015,48,Documentary,9.2,97,Utpal Kalal,Subramanian Swamy,Shiva Shambh Bhatt,Asaram Bapu,https://www.imdb.com/find?q=The%20Flip%20Side:%20A%20Truth%20That%20Could%20Not%20Reach%20You
The Forest,2009,88,"Drama, Horror, Thriller",5.0,114,Ashvin Kumar,Ankur Vikal,Javed Jaffrey,Nandana Sen,https://www.imdb.com/find?q=The%20Forest
The Gentleman,1994,161,"Action, Drama",5.2,192,Mahesh Bhatt,Chiranjeevi,Juhi Chawla,Paresh Rawal,https://www.imdb.com/find?q=The%20Gentleman
The Ghazi Attack,2017,116,"Action, Thriller, War",7.6,12367,Sankalp Reddy,Rana Daggubati,Kay Kay Menon,Atul Kulkarni,https://www.imdb.com/find?q=The%20Ghazi%20Attack
The Girl on the Train,2021,120,"Crime, Drama, Mystery",4.4,7312,Ribhu Dasgupta,Aditi Rao Hydari,Kirti Kulhari,Parineeti Chopra,https://www.imdb.com/find?q=The%20Girl%20on%20the%20Train
The Goa Run,2014,112,"Action, Crime, Romance",7.1,58,John Owen,Rajeev Khandelwal,Prashant Narayanan,Lekha Washington,https://www.imdb.com/find?q=The%20Goa%20Run
The Good Road,2013,92,Drama,6.1,532,Gyan Correa,Ajay Gehi,Sonali Kulkarni,Shamji Dhana Kerasia,https://www.imdb.com/find?q=The%20Good%20Road
The Great Gambler,1979,105,"Action, Crime, Romance",6.5,619,Shakti Samanta,Amitabh Bachchan,Zeenat Aman,Neetu Singh,https://www.imdb.com/find?q=The%20Great%20Gambler
The Great Indian Butterfly,2007,110,Drama,6.2,179,Sarthak Dasgupta,Aamir Bashir,Sandhya Mridul,Koel Purie,https://www.imdb.com/find?q=The%20Great%20Indian%20Butterfly
The Great Indian Escape,2019,117,"Adventure, Biography, Drama",7.1,39,Taranjiet Singh Namdhari,Raghav Rishi,Raaj Singh Arora,Asheesh Kapur,https://www.imdb.com/find?q=The%20Great%20Indian%20Escape
The Grey,2020,90,"Drama, Mystery",6.5,60,Tushar Waghela,Tarush Waghela,Vishay Waghela,Yashwant Anand Gupta,https://www.imdb.com/find?q=The%20Grey
The Hero of Color City,2014,77,"Animation, Adventure, Family",4.1,528,Frank Gladstone,Owen Wilson,Christina Ricci,Rosie Perez,https://www.imdb.com/find?q=The%20Hero%20of%20Color%20City
The Hero: Love Story of a Spy,2003,160,"Action, Adventure, Drama",5.3,2133,Anil Sharma,Sunny Deol,Preity Zinta,Priyanka Chopra Jonas,https://www.imdb.com/find?q=The%20Hero:%20Love%20Story%20of%20a%20Spy
The Hidden Strike,2020,100,War,3.5,41,Suzad Iqbal Khan,Deepraj Rana,Mir Sarwar,Jimmy Sharma,https://www.imdb.com/find?q=The%20Hidden%20Strike
The Himalayan Diaries,2019,80,"Comedy, Romance",8.0,9,Anjanikumar Tripathi,Nikita Sharma,Priyanshu Solanki,Mahesh Gahalot,https://www.imdb.com/find?q=The%20Himalayan%20Diaries
The Holy Fish,2017,89,Drama,7.2,16,Sandeep Mishra,Vimal Chandra Pandey,Ashwini Agarwal,Sayyed Iqbal Ahmed,https://www.imdb.com/find?q=The%20Holy%20Fish
The House Next Door,2017,137,Horror,6.8,2139,Milind Rau,Prakash Belawadi,Khushi Hajare,Andrea Jeremiah,https://www.imdb.com/find?q=The%20House%20Next%20Door
The Hundred Bucks,2020,102,Drama,6.8,10,Dushyant Pratap Singh,Kavita Tripathi,Rajesh Mishra,Dinesh Bawara,https://www.imdb.com/find?q=The%20Hundred%20Bucks
The Hundred-Foot Journey,2014,122,"Comedy, Drama",7.3,78340,Lasse Hallstr�m,Helen Mirren,Om Puri,Manish Dayal,https://www.imdb.com/find?q=The%20Hundred-Foot%20Journey
The Hungry,2017,100,Drama,7.2,894,Bornila Chatterjee,Naseeruddin Shah,Tisca Chopra,Neeraj Kabi,https://www.imdb.com/find?q=The%20Hungry
The Idiotmaker's Gravity Tour,2011,106,"Comedy, Drama",6.4,27,Daniel Kremer,William Cully Allen,K.J. Linhein,Alanna Blair,https://www.imdb.com/find?q=The%20Idiotmaker's%20Gravity%20Tour
The Impossible Murder,2010,82,Mystery,6.4,34,Sareesh Sudhakaran,Hemu Adhikari,Minnakshi Das,Ajay Gatlewar,https://www.imdb.com/find?q=The%20Impossible%20Murder
